var_type,var_name,order,factory,value,binary_value
x,x[1],1,,0.0,0
x,x[2],2,,0.0,0
x,x[3],3,,1.0,1
x,x[4],4,,-0.0,0
x,x[5],5,,1.0,1
x,x[6],6,,1.0,1
x,x[7],7,,1.0,1
x,x[8],8,,1.0,1
x,x[9],9,,1.0,1
x,x[10],10,,1.0,1
x,x[11],11,,1.0,1
x,x[12],12,,1.0,1
x,x[13],13,,1.0,1
x,x[14],14,,1.0,1
x,x[15],15,,1.0,1
x,x[16],16,,1.0,1
x,x[17],17,,0.0,0
x,x[18],18,,0.0,0
x,x[19],19,,1.0,1
x,x[20],20,,0.0,0
x,x[21],21,,-0.0,0
x,x[22],22,,0.0,0
x,x[23],23,,1.0,1
x,x[24],24,,0.0,0
x,x[25],25,,1.0,1
x,x[26],26,,0.0,0
x,x[27],27,,1.0,1
x,x[28],28,,1.0,1
x,x[29],29,,1.0,1
x,x[30],30,,1.0,1
z,"z[1,1]",1,1,0.0,0
z,"z[2,1]",2,1,-0.0,0
z,"z[2,2]",2,2,-0.0,0
z,"z[3,3]",3,3,1.0,1
z,"z[4,1]",4,1,-0.0,0
z,"z[5,1]",5,1,-0.0,0
z,"z[5,2]",5,2,1.0,1
z,"z[6,1]",6,1,1.0,1
z,"z[7,1]",7,1,1.0,1
z,"z[7,3]",7,3,-0.0,0
z,"z[8,1]",8,1,0.0,0
z,"z[8,2]",8,2,0.9999999999999996,1
z,"z[9,1]",9,1,-0.0,0
z,"z[9,3]",9,3,1.0,1
z,"z[10,1]",10,1,1.0,1
z,"z[10,2]",10,2,-0.0,0
z,"z[11,1]",11,1,0.0,0
z,"z[11,2]",11,2,-0.0,0
z,"z[11,3]",11,3,1.0,1
z,"z[12,1]",12,1,-0.0,0
z,"z[12,2]",12,2,1.0000000000000002,1
z,"z[12,3]",12,3,-0.0,0
z,"z[13,1]",13,1,-0.0,0
z,"z[13,2]",13,2,1.0,1
z,"z[14,1]",14,1,1.0,1
z,"z[14,2]",14,2,-0.0,0
z,"z[14,3]",14,3,-0.0,0
z,"z[15,1]",15,1,0.0,0
z,"z[15,2]",15,2,1.0,1
z,"z[16,2]",16,2,-0.0,0
z,"z[16,3]",16,3,1.0,1
z,"z[17,2]",17,2,7.309877918836977e-15,0
z,"z[17,3]",17,3,-0.0,0
z,"z[18,1]",18,1,0.0,0
z,"z[18,3]",18,3,-0.0,0
z,"z[19,1]",19,1,0.0,0
z,"z[19,2]",19,2,-0.0,0
z,"z[19,3]",19,3,1.0,1
z,"z[20,1]",20,1,-0.0,0
z,"z[20,2]",20,2,-0.0,0
z,"z[21,2]",21,2,-0.0,0
z,"z[22,1]",22,1,-0.0,0
z,"z[22,2]",22,2,0.0,0
z,"z[22,3]",22,3,-0.0,0
z,"z[23,1]",23,1,1.0,1
z,"z[23,2]",23,2,-0.0,0
z,"z[23,3]",23,3,-0.0,0
z,"z[24,1]",24,1,-0.0,0
z,"z[24,2]",24,2,-0.0,0
z,"z[24,3]",24,3,-0.0,0
z,"z[25,2]",25,2,1.0,1
z,"z[26,1]",26,1,-0.0,0
z,"z[26,2]",26,2,-0.0,0
z,"z[27,2]",27,2,1.0,1
z,"z[28,1]",28,1,0.0,0
z,"z[28,3]",28,3,1.0,1
z,"z[29,1]",29,1,1.0,1
z,"z[29,3]",29,3,0.0,0
z,"z[30,2]",30,2,-0.0,0
z,"z[30,3]",30,3,1.0,1
